id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"753","die Mülltonne","Nomen","die","die Mülltonnen","garbage can / trash can","muel-ton-neh","Natur, Umwelt & Tiere","","Die Mülltonne ist voll.","The garbage can is full."
"754","mündlich","Adjektiv","","","oral / orally","muent-likh","Ausbildung, Schule & Studium","schriftlich","Die mündliche Prüfung ist erst nächste Woche.","The oral exam is not until next week."
"755","die Münze","Nomen","die","die Münzen","coin","muen-tseh","Einkaufen, Geld & Konsum","der Geldschein","Der Automat nimmt nur Münzen.","The machine only accepts coins."
"756","das Müsli / Müesli","Nomen","das","die Müsli / Müesli","muesli / granola / cereal","mues-lee","Essen, Kochen & Restaurant","","Zum Frühstück gibt es Müsli mit Obst.","For breakfast, there is muesli with fruit."
"757","die Nachbarin","Nomen","die","die Nachbarinnen","neighbor (female)","nahkh-bah-rin","Person, Familie & Beziehungen","","Meine neue Nachbarin ist sehr nett.","My new female neighbor is very nice."
"758","nachdem / nachdenken","Verb","","","after / to think about","nahkh-dem / nahkh-den-ken","Grammatik, Pronomen & Struktur / Gefühle, Charakter & Meinung","bevor","Ich weiß nicht, was ich machen soll. Ich muss nachdenken.","I do not know what I should do. I have to think about it."
"759","die Nachfrage","Nomen","die","die Nachfragen","demand","nahkh-frah-geh","Einkaufen, Geld & Konsum","das Angebot","Die Nachfrage für dieses Produkt ist groß.","The demand for this product is high."
"760","nachher","Andere","","","afterwards / later","nahkh-hair","Uhrzeit, Datum & Kalender","vorher","Ich rufe nachher nochmal an.","I will call again later."
"761","die Nachhilfe","Nomen","die","die Nachhilfen","private tutoring / extra tuition","nahkh-hil-feh","Ausbildung, Schule & Studium","","Der Schüler braucht Nachhilfe in Mathematik.","The student needs private tutoring in mathematics."
"762","die Nachspeise","Nomen","die","die Nachspeisen","dessert","nahkh-shpy-zeh","Essen, Kochen & Restaurant","die Vorspeise","Nach dem Essen gab es noch eine leckere Nachspeise.","After the meal, there was a delicious dessert."
"763","der Nachwuchs","Nomen","der","","offspring / new generation","nahkh-vooks","Person, Familie & Beziehungen","","Die Katze hat Nachwuchs bekommen.","The cat had offspring."
"764","die Nadel","Nomen","die","die Nadeln","needle","nah-del","Wohnen, Haus & Haushalt","","Hast du eine Nadel für mich? Ich muss einen Knopf annähen.","Do you have a needle for me? I need to sew on a button."
"765","der Nagel","Nomen","der","die Nägel","nail","nah-gel","Wohnen, Haus & Haushalt","","Kannst du mir den Nagel in die Wand schlagen?","Can you hammer the nail into the wall for me?"
"766","das Nahrungsmittel","Nomen","das","die Nahrungsmittel","food / foodstuff","nah-roongs-mit-tel","Essen, Kochen & Restaurant","","In diesen Ländern fehlen vor allem Nahrungsmittel.","In these countries, food is mainly lacking."
"767","die Nase","Nomen","die","die Nasen","nose","nah-zeh","Gesundheit, Körper & Pflege","","Haben Sie Nasentropfen? Ich bin stark erkältet.","Do you have nose drops? I have a bad cold."
"768","nass / national / die Natur","Andere","","","wet / national / nature","nahs / naht-syo-nahl / dee nah-toor","Eigenschaften & Adjektive / Staat, Gesellschaft & Dokumente / Natur, Umwelt & Tiere","trocken","Es hat schrecklich geregnet. Ich bin ganz nass geworden.","It rained terribly. I got completely wet."
"769","der Nebel","Nomen","der","die Nebel","fog / mist","neh-bel","Natur, Umwelt & Tiere","","Wegen Nebels konnten wir gestern nicht in Frankfurt landen.","Because of fog, we could not land in Frankfurt yesterday."
"770","nebenbei","Andere","","","on the side / incidentally","neh-ben-by","Arbeit, Beruf & Karriere","","Ich mache die Hausarbeit und nebenbei höre ich Radio.","I do the housework and on the side I listen to the radio."
"771","der Neffe","Nomen","der","die Neffen","nephew","nef-feh","Person, Familie & Beziehungen","die Nichte","Meine Schwester hat zwei Kinder. Meine Neffen sind drei und fünf Jahre alt.","My sister has two children. My nephews are three and five years old."
"772","negativ","Adjektiv","","","negative","neh-gah-teef","Eigenschaften & Adjektive","positiv","Du solltest nicht alles negativ sehen.","You shouldn't see everything negatively."
"773","der Nerv","Nomen","der","die Nerven","nerve","nairf","Gesundheit, Körper & Pflege","","Mach bitte das Radio aus. Die Musik geht mir auf die Nerven.","Please turn off the radio. The music is getting on my nerves."
"774","das Netz","Nomen","das","","net / network","nets","Kommunikation, Medien & Sprache","","Seid ihr schon ans Netz angeschlossen?","Are you already connected to the network?"
"775","das Netzwerk","Nomen","das","die Netzwerke","network","nets-vairk","Kommunikation, Medien & Sprache","","Soziale Netzwerke sind wichtig.","Social networks are important."
"776","neugierig","Adjektiv","","","curious","noy-gee-rikh","Eigenschaften & Adjektive","gleichgültig","Die Nachbarn sind ziemlich neugierig.","The neighbors are quite curious."
"777","die Neuigkeit","Nomen","die","die Neuigkeiten","piece of news / news","noy-ikh-kyte","Kommunikation, Medien & Sprache","","In dieser Sache gibt es keine Neuigkeiten.","There is no news regarding this matter."
"778","neulich","Andere","","","recently / the other day","noy-likh","Uhrzeit, Datum & Kalender","","Ich war neulich bei der Bank und habe einen alten Freund getroffen.","I was at the bank recently and met an old friend."
"779","die Nichte","Nomen","die","die Nichten","niece","nikh-teh","Person, Familie & Beziehungen","der Neffe","Die Tasche ist ein Geschenk von meiner Nichte.","The bag is a gift from my niece."
"780","der Nichtraucher","Nomen","der","die Nichtraucher","non-smoker","nikht-row-kher","Gesundheit, Körper & Pflege","der Raucher","In unserer Familie sind alle Nichtraucher.","Everyone in our family is a non-smoker."
"781","niedrig","Adjektiv","","","low","need-rikh","Eigenschaften & Adjektive","hoch","Die Firma zahlt sehr niedrige Löhne.","The company pays very low wages."
"782","nirgendwo","Andere","","","nowhere","neer-gent-vo","Basiswortschatz & Floskeln","überall","Die Schlüssel kann ich nirgendwo finden.","I can find the keys nowhere."
"783","noch mal","Andere","","","again / once more","nokh mahl","Basiswortschatz & Floskeln","","Bitte sagen Sie das noch mal.","Please say that again."
"784","nochmals","Andere","","","again / once more","nokh-mahls","Basiswortschatz & Floskeln","","Nochmals vielen Dank!","Many thanks once again!"
"785","die Nordsee / die Ostsee","Nomen","die","","North Sea / Baltic Sea","nort-zeh / ost-zeh","Natur, Umwelt & Tiere","","Warst du schon mal an der Nord- oder Ostsee?","Have you ever been to the North or Baltic Sea?"
"786","normalerweise","Andere","","","normally / usually","nor-mah-ler-vy-zeh","Basiswortschatz & Floskeln","ausnahmsweise","Wann haben Sie normalerweise Pause?","When do you usually have a break?"
"787","die Notaufnahme","Nomen","die","die Notaufnahmen","emergency room / ER","noht-owf-nah-meh","Gesundheit, Körper & Pflege","","Die Notaufnahme ist gleich hier links.","The emergency room is right here on the left."
"788","der Notausgang","Nomen","der","die Notausgänge","emergency exit","noht-ows-gahng","Wohnen, Haus & Haushalt","","Der Notausgang ist gleich hier bei der Treppe.","The emergency exit is right here by the stairs."
"789","der Notfall","Nomen","der","die Notfälle","emergency","noht-fahl","Gesundheit, Körper & Pflege","","Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen.","We have an emergency. Please send an ambulance."
"790","der Notruf","Nomen","der","die Notrufe","emergency call","noht-roof","Gesundheit, Körper & Pflege","","Der Notruf hat die Nummer 110.","The emergency call has the number 110."
"791","nun","Andere","","","now / well","noon","Uhrzeit, Datum & Kalender","später","Was ist jetzt? Kommst du nun endlich?","What now? Are you finally coming?"
"792","nur / nutzen","Verb","","","only / to use","noor / noot-sen","Basiswortschatz & Floskeln / Allgemeine Aktivitäten & Verben","","Ich möchte das schöne Wetter nutzen und spazieren gehen.","I would like to use the beautiful weather and go for a walk."
"793","nächst- / der Nachteil","Andere","","","next / disadvantage","nekst / der nahkh-tyle","Uhrzeit, Datum & Kalender / Basiswortschatz & Floskeln","letzte / der Vorteil","Einen Nachteil hat die Wohnung. Sie liegt nicht zentral.","The apartment has one disadvantage. It is not centrally located."
"794","nähen (genäht)","Verb","","","to sew","nae-en","Allgemeine Aktivitäten & Verben","","Meine Mutter näht ihre Kleider selbst.","My mother sews her clothes herself."
"795","nämlich","Andere","","","namely / you see / because","naem-likh","Basiswortschatz & Floskeln","","Ich muss leider gehen. Ich habe nämlich noch einen Termin beim Zahnarzt.","I unfortunately have to go. You see, I still have an appointment at the dentist."
"796","nötig","Adjektiv","","","necessary","noe-tikh","Eigenschaften & Adjektive","unnötig","Wenn es nötig ist, nehmen Sie noch eine Tablette.","If it is necessary, take another pill."
"797","der Ober","Nomen","der","die Ober","waiter","oh-ber","Arbeit, Beruf & Karriere","","Ich bin Ober von Beruf.","I am a waiter by profession."
"798","ober-","Adjektiv","","","upper","oh-ber","Basiswortschatz & Floskeln","unter-","Die Wohnung im oberen Stockwerk ist vermietet.","The apartment on the upper floor is rented out."
"799","der/das (Schlag-)Obers","Nomen","das/der","","whipped cream (Austrian)","shlahk-oh-bers","Essen, Kochen & Restaurant","","Ich hätte gern ein Stück Torte mit Schlagobers.","I would like a piece of cake with whipped cream."
"800","obwohl","Andere","","","although / even though","op-vohl","Grammatik, Pronomen & Struktur","","Obwohl meine Kollegin krank ist, geht sie arbeiten.","Even though my colleague is sick, she goes to work."
"801","der Ofen / der Backofen","Nomen","der","die Öfen / die Backöfen","oven","oh-fen / bahk-oh-fen","Wohnen, Haus & Haushalt","","Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Ofen.","I just made a pizza. It is quite fresh from the oven."
"802","offenbar","Andere","","","apparently / obvious","of-fen-bahr","Basiswortschatz & Floskeln","","Das Restaurant ist heute offenbar geschlossen.","The restaurant is apparently closed today."
"803","offiziell","Adjektiv","","","official","of-fit-syel","Staat, Gesellschaft & Dokumente","inoffiziell","Sie bekommen von uns eine offizielle Einladung.","You will receive an official invitation from us."
"804","der Onkel","Nomen","der","die Onkel","uncle","ong-kel","Person, Familie & Beziehungen","die Tante","Nächste Woche fahre ich zu meinem Onkel nach Berlin.","Next week I am traveling to my uncle in Berlin."
"805","die Oper","Nomen","die","die Opern","opera","oh-per","Freizeit, Hobbys & Unterhaltung","","Warst du schon mal in der Oper?","Have you ever been to the opera?"
"806","die Operation","Nomen","die","die Operationen","operation / surgery","o-pe-rah-tsee-ohn","Gesundheit, Körper & Pflege","","Seit der Operation kann ich mein Knie nicht mehr bewegen.","Since the operation, I can no longer move my knee."
"807","das Opfer","Nomen","das","die Opfer","victim / sacrifice","op-fer","Staat, Gesellschaft & Dokumente","der Täter","Bei der Schiffskatastrophe gab es viele Opfer.","There were many victims in the ship disaster."
"808","das Orchester","Nomen","das","die Orchester","orchestra","or-kes-ter","Freizeit, Hobbys & Unterhaltung","","Auf unserer Hochzeit hat ein kleines Orchester gespielt.","A small orchestra played at our wedding."
"809","ordentlich","Adjektiv","","","tidy / neat / orderly","or-dent-likh","Eigenschaften & Adjektive","unordentlich","Mein Bruder ist ein sehr ordentlicher Mensch.","My brother is a very tidy person."
"810","die Ordination","Nomen","die","die Ordinationen","doctor's office / surgery (Austrian)","or-di-nah-tsee-ohn","Gesundheit, Körper & Pflege","","Die Ordination bleibt bis zum 7. Jänner geschlossen.","The doctor's office remains closed until January 7th."
"811","die Ordination","Nomen","die","die Ordinationen","consultation hours (Austrian)","or-di-nah-tsee-ohn","Gesundheit, Körper & Pflege","","Frau Dr. Berger hat von 8 bis 12 Uhr Ordination.","Dr. Berger has consultation hours from 8 to 12 o'clock."
"812","der Ordner","Nomen","der","die Ordner","folder / binder","ort-ner","Arbeit, Beruf & Karriere","","Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.","I bought a folder for my exercises in the German course."
"813","die Organisation","Nomen","die","die Organisationen","organization","or-gah-ni-zah-tsee-ohn","Arbeit, Beruf & Karriere","","Die Organisation des Festes war sehr gut.","The organization of the festival was very good."
"814","das Original","Nomen","das","die Originale","original / original copy","o-ri-gi-nahl","Basiswortschatz & Floskeln","die Kopie","Das Original ist für Sie. Wir bekommen die Kopie.","The original is for you. We get the copy."
"815","original","Adjektiv","","","original","o-ri-gi-nahl","Eigenschaften & Adjektive","gefälscht","Ich muss das originale Dokument abgeben.","I have to hand in the original document."
"816","der Ozean","Nomen","der","die Ozeane","ocean","o-tseh-ahn","Natur, Umwelt & Tiere","","Dieses Schiff fährt über den Atlantischen Ozean.","This ship sails across the Atlantic Ocean."
"817","die Panne","Nomen","die","die Pannen","breakdown / mishap / puncture","pahn-neh","Reise, Verkehr & Mobilität","","Kurz vor München hatten wir eine Panne mit dem Auto.","Shortly before Munich we had a breakdown with the car."
"818","der Paradeiser","Nomen","der","die Paradeiser","tomato (Austrian)","pah-rah-dy-zer","Essen, Kochen & Restaurant","","Kauf bitte noch Paradeiser auf dem Markt.","Please buy some more tomatoes at the market."
